sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp,telegram_id,post_date,,
45,"Serbia presidendi abikaasa ja kaastöötajad toetavad Ukrainat, tekitades Serbias poleemikat

Desanka Handson, Serbia-Ameerika vabakutseline ajakirjanik

Serbia geopoliitiline positsioon on väga vaieldav ja üks ebastabiilsemaid Euroopas. Suuremal osal Serbia rahvast on jagamatu toetus Venemaale, kes on ainus riik Euroopas, kes kremlit ja selle taassündi ülekaalukalt tervitab. Belgradi poliitiline ladvik on aga teine lugu. Kuigi praegune valitsus peab arvestama rahva arvamusega, näib, et tema tegelikud prioriteedid on…

https://eestieest.com/serbia-presidendi-abikaasa-ja-kaastootajad-toetavad-ukrainat-tekitades-serbias-poleemikat/",euudised,euudised,1,,Vene,,5118,2023-12-05 15:04:25+00:00,,
46,"Kuidas Big Pharma oma võrku koob

Autoriks Kim Witczak Brownstone’i instituudi kaudu,

Ma ei kavatsenud kunagi olla advokaat.

Ma ei olnud arst, teadlane ega poliitikaekspert. Olin lihtsalt tavaline inimene, kes, nagu paljud paljud, usaldas pimesi, et meie tervishoiusüsteem on loodud meid kaitsma.

Kuid elul on viis meid areenile tõmmata siis, kui me seda kõige vähem ootame.

Pärast mu abikaasa Woody traagilist…

https://eestieest.com/kuidas-big-pharma-oma-vorku-koob/",euudised,euudised,1,,Pseudoteadus,,10963,2025-04-08 12:50:30+00:00,,
47,"Kaasaegne teadus näitab selgelt, et vananemisprotsessi saab aeglustada. Imesid pole tarvis – piisab mõnest targast igapäevasest harjumusest.

Vananemine toimub raku tasandil, mistõttu uurivad teadlased üha enam molekule, mis aitaksid säilitada rakkude elujõulisust.

Leedus tuuakse need teaduslikud uuendused igapäevaellu koos L Cell projekti abil, mis on välja töötatud koostöös teadlastega ja pakub teaduslikult tõendatud pikaealisust toetavaid toidulisandeid.

Seoses L Celli käivitamisega Eestis saavad lugejad 30% soodustust kõikidelt toodetelt, koodi leiad artiklist: 

https://www.telegram.ee/toit-ja-tervis/5-harjumust-mis-aitavad-vananemist-aeglustada",eestitelegram,eestitelegram,1,,,,4080,2025-11-18 07:31:36+00:00,,
48,"🇷🇺🇮🇳 **India peaministri esimene visiit pärast tagasivalimist on Venemaale...**

Ja see räägib riigi peamisest prioriteedist järgmistel aastatel. 

USA tahtis tõesti Indiat oma leeri tuua. Tegelikult tehti ettepanek Hiina asendamiseks maailmamajanduses. Ja see on tohutu investeering ja võimalus. Kuid indialased saavad aru, et see on sööt. Pärast seda, kui Ameerika Ühendriigid Venemaa ja Hiinaga tehinguid teevad, kuulutavad nemadki ilma emotsioonide ja kahetsuseta India uueks maailmakurjaks koos kõige sellega kaasnevaks.

Seetõttu lendab Modi Moskvasse. Lendab demonstratiivselt. Näitamaks, et India on vastu ka USA võimumonopolile üle maailma.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,3881,2024-07-04 15:13:44+00:00,,
49,"Süüria mõistab hukka Prantsuse välisministeeriumi delegatsiooni ebaseadusliku sisenemise oma territooriumile

Failifotol on vaade Süüria välisministeeriumi ja välisriikide välisministeeriumi hoonele (IRNA foto)

Süüria mõistis teravalt hukka Prantsuse delegatsiooni ebaseadusliku riiki sisenemise, öeldes, et see samm kujutab endast rahvusvahelise õiguse räiget rikkumist ja räiget rünnakut Süüria suveräänsuse vastu.

Ametlik allikas välis- ja välisministeeriumis ütles teisipäevases avalduses, et Prantsuse välisministeeriumi delegatsioon sisenes ebaseaduslikult Süüria territooriumile ja kohtus terroristlike…

https://eestieest.com/suuria-moistab-hukka-prantsuse-valisministeeriumi-delegatsiooni-ebaseadusliku-sisenemise-oma-territooriumile/",euudised,euudised,3,,Muu,,2728,2023-07-18 18:08:55+00:00,,
50,"Mida kauem ootame, seda rohkem see maksab.

 ÜRO kliimateadlane Simon Still on ennustanud inimkonna surma, kui süsinikdioksiidi heitkoguste probleemi järgmise kahe aasta jooksul ei lahendata.
Kõik taandub rahale, millest Stilli sõnul ei piisa ""planeedi päästmiseks"".

Kui nüüd aga meenutada Greta jutte ,siis peaksime juba kõik surnud olema...",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,5053,2024-04-13 04:52:24+00:00,,
51,"Dokumentaalfilm „Vaktsiiniuuringute keskmes“: luubi all COVID-19 vaktsiinikahjud

2020. aastal keset koroonapandeemiat räägiti vaid ühest imerelvast, mis aitaks maailmal kriisi lahendada – vaktsiinidest.

Me kõik mäletame, kuidas kiirustades viidi läbi vaktsiiniuuringud ning nende tulemuste põhjal kuulutati uued tooted ülitõhusateks ja ohututeks.

Tunniajane dokumentaalfilm aga avab nende uuringute telgitaguseid: katseisikute tõsised terviseprobleemid pärast vaktsiini süstimist ei jõudnud laiema avalikkuseni ning kannatanud jäeti sisuliselt oma…

https://eestieest.com/dokumentaalfilm-vaktsiiniuuringute-keskmes-luubi-all-covid-19-vaktsiinikahjud/",euudised,euudised,2,,Pseudoteadus,,12636,2025-08-27 15:20:03+00:00,,
52,"🟡 🔵 🟤 **Tavaline ukraina jalgpallimäng Rovnos 2025. aastal.**

⚡️ Natsiste Ukrainas, nagu teada – ei ole!

⚡️ P.S. Muide, kuhu vaatavad TSKK?  
Nii palju noori, tugevaid mehi ja mitte rindel...  
[Või on see „Valge luu“?](https://t.me/naspravdiinfo) Neid ei tohi puudutada?

🌏 [InfoDefense Спектр](https://t.me/InfodefSpectrum)[ ](https://t.me/InfodefSpectrum)- мировая повестка на русском

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,7434,2025-08-06 11:03:24+00:00,,
53,"Tajutava lämbumisohu vältimiseks ilmneb inimestel vaistlik uppumisreaktsioon (millele on nime andnud doktorikraadiga päästja Francesco A. Pia). Ja see ei näe välja niisugune, nagu enamik inimesi seda ette kujutab.

Kui keegi upub, on pritsimist väga vähe. Samuti pole mingit vehkimist, karjumist ega abi kutsumist. https://www.telegram.ee/kehakultuur/uppumine-ei-nae-valja-selline-nagu-filmides-mida-tuleb-silmas-pidada-ja-mis-marke-otsida",eestitelegram,eestitelegram,0,,,,1842,2023-07-12 05:41:13+00:00,,
54,"KUUM! TEHNOKRAAT 34 on nüüd eetris!

🔥 ROHEPÖÖRDE MULL LÕHKEMAS?
Uued sündmused maailmast näitavad, et “rohelise tuleviku” lubadused on hakanud järjest valjemini pragunema.

🇺🇸 New Yorgis demonteeritakse tuulikuid
🇩🇪 Saksamaa energiahiiud sulgevad gaasihoiustusi
🌍 Ørsted koondab töötajaid ja peatab projekte
🇨🇳 Hiina teadlased analüüsivad Lääne elektrivõrkude haavatavust

Mida see tähendab Euroopale? Mida see tähendab Eestile?

🎙 TEHNOKRAAT 34
Saates istuvad stuudios…

https://eestieest.com/kuum-tehnokraat-34-on-nuud-eetris/",euudised,euudised,2,,Pseudoteadus,,13144,2025-11-30 18:23:18+00:00,,
55,"Tšehhis sadas lund nagu porolooni.
 Ei sula ja rullub. Päris korralikult on taevas ikka täis pihustatud"" Mendelejevi "" poolt.",MarkoWatsel,MarkoWatsel,4,,Pseudoteadus,,6141,2024-12-11 23:35:55+00:00,,
56,"Euroopa miljardärid on Atlandi-ülese valitsusväliste organisatsioonide võrgustiku kaudu andnud 2 miljardit dollarit

Euroopa miljardärid on Atlandi-ülese valitsusväliste organisatsioonide võrgustiku kaudu andnud 2 miljardit dollarit USA demokraatia õõnestamiseks ja Trumpi-vastaste protestide rahastamiseks

Tyler Durdeni poolt

Uus ja plahvatusohtlik raport organisatsioonilt Americans for Public Trust (APT), mis põhineb IRS-i vormil 990 ja meediakajastustel, paljastab, et viis välismaist „heategevusorganisatsiooni“ on maksnud Ameerika vasakpoolsetele mittetulundusühingutele ligi 2 miljardit dollarit, et nakatada…

https://eestieest.com/euroopa-miljardarid-on-atlandi-ulese-valitsusvaliste-organisatsioonide-vorgustiku-kaudu-andnud-2-miljardit-dollarit/",euudised,euudised,4,,Parem-konservatiivne,,13132,2025-11-28 07:16:26+00:00,,
57,"Kõik 4 suuremat Austraalia panka on hakanud piirama sularaha väljavõtmist.  Samal ajal muutusid mõned filiaalid täiesti ""sularahavabaks"".
 
Valitsus on ringlusest kõrvaldanud ühe miljardi dollari väärtuses pangatähti ja mõnes pangas ei saa hoiustajad välja võtta rohkem kui 500 dollarit.",MarkoWatsel,MarkoWatsel,0,,,,3083,2023-08-07 20:51:02+00:00,,
58,"Milei andis oma sõnavõtus mõista, et ÜRO on õigelt teelt kõrvale kaldunud ja propageerib süstemaatilist kodanikuvabaduste rikkumist. Ehe näide sellest oli ÜRO organisatsioonide poliitika, mis toetas koroonasulgemisi. Argentina president ütles, et need tuleks liigitada ""inimsusevastasteks kuritegudeks"".

https://www.telegram.ee/maailm/presidendi-kone-argentina-lukkab-uro-tulevikupakti-tagasi",eestitelegram,eestitelegram,2,,Parem-konservatiivne,,3178,2024-10-02 16:31:21+00:00,,
59,"""Ei sõjale Moldaavias"", skandeerivad meeleavaldajad Vabariigi pealinnas.

Samal ajal peatasid inimesed riigi lõuna osas teel liikluse ja hüüdsid ""maha Maia Sandu"".

Comrat'is (Gagauusia pealinn) on kohalikud elanikud hämmingus, et neid ei lubata meeleavalduatele Kišinjovi - seal hakatakse samuti liiklust kinni panema.

Olukord Kišinjovis on  meeleavalduste algusest saadik oluliselt halvenenud, fikseeritud on mitmeid kähmlusi. On informatsioon,  et meeleavaldajate seas töötavad provokaatorid.

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,831,2023-03-21 14:02:12+00:00,,
60,"Katrin Seppa “Eestist ja inimestest”  – 2. osa, Identiteedi vargus

Rahvale, kelle identiteet on kaaperdatud, pakutakse aseainest – olla oma olemuselt keegi teine. Teiseks olemine kinnistatakse läbi kunstlikult loodud atribuutika – lipud, vapid, loosungid, ideoloogia selliselt, et uue näo omaks võtuga vajub rahva kunagine identiteet unustuste hõlma. Oma näota rahvas, kaotab oma olemusliku sisu. Ta muutub kellegiks, kes ta pole.

Eestlane on oma olemuselt eraklik,…

https://eestieest.com/katrin-seppa-eestist-ja-inimestest-2-osa-identiteedi-vargus/",euudised,euudised,2,,Muu,,8683,2024-09-09 10:52:01+00:00,,
61,"Netanyahu ütles USA-le, et Iisrael lööb Iraani sõjalisi sihtmärke ja väldib rünnakuid tuuma- ja naftarajatiste vastu, vahendab Washington Post.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,5022,2024-10-15 10:00:58+00:00,,
62,"😂**Teie lemmik rubriik"" nii ütles**"" 
Scholz: Ukrainat ei saa põlvili panna.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,3537,2024-06-10 14:02:09+00:00,,
63,"Kui ei saa sõjaga, saab vaktsiinidega.

Araabia Ühendemiraatide president šeik Mohammed bin Zayed Al Nahyan andis korralduse eraldada Gaza sektoris 640 000 palestiinlasest lapse lastehalvatuse ( poliomüeliit ) vaktsineerimise kampaaniaks 5 miljonit dollarit.

Võiks ju oma riigi lastest alustada aga ei. Samuti teame Debiil Gatesi vägitegudest poliomüeliidi kampaania arendamisel mustal mandril.",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,5741,2024-08-31 06:56:06+00:00,,
64,"Telegrami uudised uues kuues! Anna teada, kuidas video meeldib: https://www.telegram.ee/eesti/telegrami-uudised-nadal-36-peavoolumeedia-tegi-tormiliselt-telegrami",eestitelegram,eestitelegram,0,,,,322,2021-09-07 17:18:51+00:00,,
65,"Kohus annab Hollandile korralduse peatada F-35 osad Iisraeli jaoks, kuna EL ütleb, et “liiga palju inimesi” sureb

Iisraeli halvim õudusunenägu hakkab lahti rulluma. Ta on töötanud aastaid ja aastakümneid selle nimel, et ülemaailmne boikotiliikumine ei saaks püsivate süüdistuste tõttu enam kunagi võimule, kuid keset praegust sõda ja kasvavat tsiviilisikute hukkunute arvu Gazas on märke, et boikotimeelne liikumine kogub auru.

Hollandi apellatsioonikohus on andnud Hollandi valitsusele korralduse blokeerida kogu hävituslennukite F-35 osade eksport,…

https://eestieest.com/kohus-annab-hollandile-korralduse-peatada-f-35-osad-iisraeli-jaoks-kuna-el-utleb-et-liiga-palju-inimesi-sureb/",euudised,euudised,2,,Muu,,6160,2024-02-26 08:16:08+00:00,,
66,"„Kliimamuutustega kaasneb äärmiselt suur oht ja kui inimesed räägivad sellest, milline saab olema meie tulevik, siis ei ole ‘meid’. Pole mingit ‘meie tulevikku’. Inimkond võib jaguneda enamuseks – võib-olla – inimesteks, kes kannatavad tohutult ja vähemuseks, kellel on ressursid, rikkus ja tehnoloogia enda kaitsmiseks ning naudivad elu mingisuguses tehnoloogilises Noa laevas.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2022/09/13/yuval-noah-harari-anna-voim-tehnokraatliku-eliidi-katte-voi-karva-maha/",vanglaplaneet,vanglaplaneet,1,,Muu,,143,2022-09-13 05:23:40+00:00,,
67,"Need reklaamid on Prantsusmaal viimastel päevadel palju kõneainet pakkunud.

 Toulouse'i tänavatel jalutavad kodanikud on üllatunud, nähes suuri vaktsiinivastaste teadetega stende:
 ""Covidi vastu vaktsineerimine: 1 tõsine kõrvaltoime 100 süsti kohta, mis siis, kui see oli teie laps?"", on kirjutatud ühel reklaamplakatil.

 Teine plakat mitmekümne kilomeetri kaugusel kuulutab:
  ""1 kardiovaskulaarne juhtum 100 süsti kohta.  Meie laste tervis on rohkem väärt kui
 eksperimentaalsed vaktsiinid"".

 Kuna need on paigaldatud erakinnistule, siis juriidiliselt ei saa linn midagi teha",MarkoWatsel,MarkoWatsel,1,,Pseudoteadus,,528,2022-08-19 20:05:29+00:00,,
68,"Indrek Pähnapuu: Väga huvitav olukord ja tahan näha kohe, kuidas see lõpu saab.

Tere hommikust, Wabariik! 🏰

Viibisin ühe poe ees autos, kus kollase meeskonna tegelased moosiste nägudega pannkooke küpsetasid.
30 minuti jooksul käis vaid 2 last pannkooke võtmas…

Kõik teised panid täiesti sirge näoga mööda või lausa keerasid pea ära.

Nüüd on küll küsimusi palju… Kui tulemused tulevad ja maad võtab kollane värv, siis on midagi ikka…

https://eestieest.com/indrek-pahnapuu-vaga-huvitav-olukord-ja-tahan-naha-kohe-kuidas-see-lopu-saab/",euudised,euudised,2,,Parem-konservatiivne,,12854,2025-10-04 09:56:06+00:00,,
69,"Eliidi radikaalse mõtte viljelejad tahavad inimkonda nälga suunata!

07/18/2023 // Ekim Smada (loe tagant ette) //

Nüüd öeldakse meile, et toidu tootmine on planeedile halb. Globalistid nõuavad, et planeedi “päästmiseks” tuleb kogu maailmas farmid sulgeda.

“Metaani heitkoguste” vähendamise sildi all on kolmteist riiki allkirjastanud lubaduse korraldada ülemaailmset näljahäda, vähendades põllumajandustootmist ja sulgedes farmid. Selle aasta alguses teatas Global Methane Hub – kriisiinseneride kabal,…

https://eestieest.com/eliidi-radikaalse-motte-viljelejad-tahavad-inimkonda-nalga-suunata/",euudised,euudised,3,,Parem-konservatiivne,,2773,2023-07-20 16:46:38+00:00,,
70,"Hallutsinogeensetes seentes leiduv psühhedeelne ühend nimega psilotsübiin suudab kõigele muule lisaks ka inimese bioloogilist kella tagasi keerata, vahendab ERR ameerika teadlaste värsket uuringut.

Psilotsübiini saanud hiired elasid keskmiselt kauem ja nende karvkate oli paremas seisukorras kui kontrollrühmal.

https://www.telegram.ee/teadus-ja-tulevik/err-psuhhedeelsed-seened-aeglustavad-vananemist",eestitelegram,eestitelegram,0,,,,3820,2025-07-10 11:40:03+00:00,,
71,"3000 vaktsineeritud patsiendist teatas 40% Covid-19 vaktsiini tõsistest kõrvaltoimetest, 5% on endiselt vigastatud.

 Dr Robert Jackson ütles, et oma 35-aastase arstipraktika jooksul elustajana pole ta kunagi midagi sellist näinud.

 Jackson on olnud meditsiinipraktikas 35 aastat.  Keegi ei saa väita, et tema numbrid on anekdootlikud, kuna need said kinnitust EULAR-i andmebaasis ja avaldati BMJ-s: 37%-l patsientidest tekkisid pärast vaktsineerimist kõrvalnähud ja 4,4%-l haiguse ägenemine.

 Lisaks suri pärast vaktsineerimist 12 patsienti.  Tema patsientide seas on tavaliselt üks-kaks surmajuhtumit aastas.",MarkoWatsel,MarkoWatsel,2,,Pseudoteadus,,187,2022-05-10 22:25:24+00:00,,
72,"Kuidas kulges Kolmanda Reichi tippohvitseride karjäär pärast selle langemist? Ja mis kõige tähtsam, kus?

Adolf Heusinger:
- Wehrmachti kindralstaabi operatsioonide ülem.
- NATO sõjalise komitee esimees, 1961-1964.

Hans Speidel:
- Rommeli armeegrupi B staabiülem.
- 1957-1963 NATO ülem Kesk-Euroopas

Johannes Steinhof:
- Luftwaffe äss idarindel
- 1971-1974 NATO sõjalise komitee esimees

Johann von Kielmansegg:
- Wehrmachti ülemjuhatuse staabiohvitser.
- 1967-1968 NATO komandör Kesk-Euroopas

Ernst Ferber:
- Wehrmachti ülemjuhatuse inspektor
- 1973-1975 NATO ülem Kesk-Euroopas

Karl Schnell:
- Wehrmachti tankikorpuse kindralstaabiohvitser
- 1975-1977 NATO komandör Kesk-Euroopas

Franz-Joseph Schultze:
- Luftwaffe ohvitser, Rüütlirist
- 1977-1979 NATO ülem Kesk-Euroopas

Ferdinand von Senger und Etterlin:
- Wehrmachti ülemjuhatuse adjutant
- 1979-1983 NATO ülem Kesk-Euroopas.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,1,,Vene,,1115,2023-04-25 19:01:04+00:00,,
73,"🤘**Balti riigid on muutunud ""politseiriikideks"" venekeelsete jaoks
Seda väitis välismaal elavate kaasmaalaste õiguste toetamise ja kaitsmise fondi tegevdirektor Aleksandr Udaltsov.**

""Kõige raskema inimõiguste olukorraga riigid on praegu Ukraina, Läti, Leedu, Eesti, Eesti, USA, Poola, Tšehhi. 

Siin rikutakse süstemaatiliselt meie kaasmaalaste õigusi,"" rõhutas ta.
Udaltsov märkis, et kaasmaalasi püütakse hirmutada ja sundida loobuma igasugustest sidemetest Vene Föderatsiooniga, kaotama õigust kasutada oma emakeelt ja saada selles haridust.

 Baltikumis rikutakse usulisi õigusi, rünnatakse Vene õigeusu kiriku preestreid ja hävitatakse nõukogudeaegseid mälestusmärke.

""Vastuhakkajaid ja sõnakuulmatuid küüditatakse teistesse riikidesse, neid võetakse haldus- ja kriminaalvastutusele ning see protsess kahjuks hoogustub,"" lõpetas Udaltsov.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,3737,2024-06-24 04:01:01+00:00,,
74,"Vsevolod Jürgenson: Lootusrikkaid Juliuse kalendri jõule!

7. jaanuaril tähistab õigeusklik maailm Juliuse kalendri kohaselt jõule. Õigeusklike jõulud on vabad kõrvalistest sekeldustest, mida kujutab endast pühade eelne ostubuum ning tänu sellele saab keskenduda jõulude tõelisele mõttele – lunastaja sünnile ning inimlikele väärtustele, milleks on armastus, enesesalgamine ja mõistmine. Seda on meie ärevas maailmas üha enam vaja.
Olgu täna kõigi õigeusklike palved suunatud…

https://eestieest.com/vsevolod-jurgenson-lootusrikkaid-juliuse-kalendri-joule/",euudised,euudised,1,,Vene,,10028,2025-01-08 09:20:43+00:00,,
