sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp
47,"🎧 🇷🇺 **Euroopa noored on russofoobiast väsinud!**

Tõeline lahing toimub TikTokis.
Põhjuseks oli kaheteistkümneaastase Maria Yankovskaja ja tema üheteistkümneaastase sõbranna esituses olnud laulu “Sigma Boy” enneolematu rahvusvaheline edu.

Lugu on nüüd Spotify ja iTunesi populaarseimate esikolmikus enam kui 70 riigis. Põhimõtteliselt võtab ta esikoha. Laulu kuuleb kõikjal, seda on TikTokis sadades tuhandetes videotes ja kuulatud teistes sotsiaalvõrgustikes.

Kogu maailmas (ja isegi Poolas) mõistavad noored hukka ukrainlased, kes vihkavad selle laulu vene keele vastu.

Saksamaal on väga populaarseks saanud videod kutt Simon Botist, kes tantsib avalikes kohtades stereo saatel laulu ""Sigma Boy"". Alguses kritiseerisid sakslased Simonit avaliku korra häirimise eest. Ja nüüd kaitsevad ja toetavad nad suure entusiastlikult.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
48,"Vandaalid sodisid Maarjamäel

📌Tundmatud vandaalid katsid Maarjamäel asuva Tallinna mälestussamba Nõukogude sõduritele oma loosungitega: ukraina keeles “Slava Ukraini!” ja vene keeles – “Vene okupant on parim väetis.” Politsei on juba algatanud kriminaalasja artikli “surnu mälestuse rüvetamine” alusel, mille eest on ette nähtud rahaline karistus või kuni aastane vangistus.

☝🏼Hmm: kas ma tõesti olen ainuke, kes näeb selles vandalismiaktis…

https://eestieest.com/vandaalid-sodisid-maarjamael/",euudised,euudised,propa,,Vene,
49,"📆📢❄️ **8. detsembril 1941 teatas Sovinformbürooo:
**
«**Saksa-fašistlikud lurjused jätkavad Baltikumi elanikkonna hävitamist.

Riias organiseeris Gestapo erikohtu, mis oma kümne päeva tegevuse jooksul mõistis 623 inimest surma ja 1235 inimest mitmeaastasele vangistusele koonduslaagrites.»**

😶‍🌫️🇱🇻Tänapäeva Baltikumi fašistlikel võimudel on muidugi *väga* lühike mälu. Täpsemalt, neil on amneesia. Väga tahaks neid kuidagi meelemärkusele tuua…

📷 ☝️ Allolev foto: Esimeseks Läti karistajate-vabatahtlike allüksuseks sai ""Arajsa komando.""

@BalticBridge

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
50,kes on kes? https://www.telegram.ee/teadus-ja-tulevik/kes-on-liberaalid-libertaalid-konservatiivid-vasak-ja-parempoolsed-poliitilisest-spektrist-isikuvabaduste-paradoksini,eestitelegram,eestitelegram,ei ole propa,,,
51,"Xi lubab “mis tahes vahenditega” peatada Taiwani eraldumine Hiinast nädalaid enne suuri valimisi

Taiwan on peamiste valimisteni veidi enam kui kahe nädala kaugusel, mis tõmbab Pekingi uute ähvarduste tõttu üha enam ülemaailmset meedia tähelepanu. Hiina hoiatas kolmapäeval täiendavate kaubandussanktsioonide eest Taiwanile juhul, kui valitsev partei kohustub “kangekaelselt” iseseisvuse toetamisele.

Hiina Taiwani asjade büroo pressiesindaja Chen Binhua saatis valitsevale Demokraatlikule Progressiivsele Parteile (DPP) sõnumi, öeldes: “Kui DPP võimud on…

https://eestieest.com/xi-lubab-mis-tahes-vahenditega-peatada-taiwani-eraldumine-hiinast-nadalaid-enne-suuri-valimisi/",euudised,euudised,ei ole propa,,,
52,"Maailma Majandusfoorum tunnistas, et ÜRO palkas 110 000 infoagenti, et inimeste meelt muuta.

 ""Kui inimesed ei saa usaldada teavet koroonaviiruse ja kliimamuutuste kohta, siis me ei saa teha teadlikke otsuseid.""",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
53,"""Oleme seda musta tööd USA heaks teinud kolm aastakümmet,"" tunnistas Pakistani kaitseminister Khawaja Muhammad Asif, kui temalt küsiti India-vastaste terroriorganisatsioonide toetamise kohta.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
54,"Projekt Icebreaker: ühe maailma digitaalse valuutasüsteemi algus?

Autoriks Brandon Smith Alt-Market.us kaudu

Viimase paari aasta jooksul on alternatiivmeedia ringkondades toimunud ulatuslik arutelu keskpanga digitaalsete valuutade (CBDC) ohtude üle; valuutaraamistik, mis on väga sarnane plokiahelapõhistele toodetele, nagu Bitcoin, kuid mida kontrollivad otseselt keskpankurid. See on oht, millest mõned analüütikud, sealhulgas mina, on kirjutanud juba üle kümne aasta, seega on hea, kui lõpuks ometi…

https://eestieest.com/projekt-icebreaker-uhe-maailma-digitaalse-valuutasusteemi-algus/",euudised,euudised,ei ole propa,,,
55,"Nucleus’e veebilehe järgi kasutab tulevikus Ameerika Ühendriikides koguni „neli kümnest lapsevanemast“ seda, mida ettevõte nimetab „geneetiliseks optimeerimiseks“, et parandada lapse võimalusi pääseda tippülikooli. Kui tehnoloogia osutub usaldusväärseks ja muutub laialdaseks, võib see viia Huxley „Hea uue ilma“ laadse ühiskonnani, kus „hoolikalt valitud“ ja „loomulikud“ lapsed loovad uue klassilõhe.

Aldous Huxley hoiatas geneetilise „klassijaotusega“ Hea uue ilma eest, kuid tema vend Julian Huxley, tulihingeline eugeenik, kes igatses „transhumanistlikku“ inimest, oleks võinud sellise maailma hoopis avasüli vastu võtta. Julian Huxley jaoks oleks Nucleus IVF+ olnud unistuse täitumine.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2026/01/29/hea-uus-ilm-ivf-i-eugeenikatooriist-voimaldab-valida-parima-beebi/",vanglaplaneet,vanglaplaneet,propa,,Pseudoteadus,
56,"2024 andku rahu ja mõistust!

Kui eelmisel aastavahetusel mõtlesin, mida uuelt aastalt soovida, meenusid kõigepealt rahu ja mõistus, kui Eesti ja Euroopa jaoks defitsiitsed väärtused. Kahjuks ei läinud minu soovid rahu leidmiseks ja mõistuse võidulepääsuks täide. Euroopa sõjakoldele lisandus lahingutegevus Lähis-Idas ning meie valitsus ja Euroliidu juhttegelased ei loobunud mõistusvastasest poliitikast, mille käivitajaks on roheäärmuslus ja loosung migratsioonitiinest rahvaste sõprusest,…

https://eestieest.com/2024-andku-rahu-ja-moistust/",euudised,euudised,propa,,Vene,
57,"Jeffrey Sachs: Mida peab Ukraina Afganistanist õppima

Autoriks Jeffrey Sachs saidi KoreaHerald.com kaudu,

Majandusarengu suurim vaenlane on sõda. Kui maailm libiseb veelgi globaalsesse konflikti, võivad meie majanduslikud lootused ja meie ellujäämine põleda. Bulletin of Atomic Scientists nihutas viimsepäeva kella osutid just 90 sekundile keskööni.

Maailma suurim majanduslik kaotaja oli 2022.aastal Ukraina, kus majandus kukkus Rahvusvahelise Valuutafondi andmetel 35 protsenti. Sõda Ukrainas võib…

https://eestieest.com/jeffrey-sachs-mida-peab-ukraina-afganistanist-oppima/",euudised,euudised,propa,,Vene,
58,"Fox News aitas Netanyahul levitada valet, et Iraan üritas Trumpi mõrvata

Iraani kohta käivad valed on alles alanud. Neid tuleb veelgi. Ärge mingil juhul langege selle pettuse ohvriks.

Caitlin Johnstone

Benjamin Netanyahu sai Fox Newsis platvormi valede ja sõjapropaganda levitamiseks intervjuus lipitseva Bret Baieriga, kes mitte ainult ei lubanud Iisraeli peaministri valedel kontrollimatult jätkuda, vaid kutsus teda isegi neid võimendama.

Netanyahu levitas intervjuu käigus lugematul hulgal…

https://eestieest.com/fox-news-aitas-netanyahul-levitada-valet-et-iraan-uritas-trumpi-morvata/",euudised,euudised,propa,,Muu,
59,"""Euroopa on kulutanud rohkem raha Vene nafta ja gaasi ostmisele kui Ukraina kaitsmisele – PALJU rohkem!""
Trump jätkab arvutuste tegemist.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Parem-konservatiivne,
60,Annan taas au meie reaalsuse metaskripti autoritele – see mäng käib tõesti äärmiselt kõrgel tasemel 🙂 https://www.telegram.ee/maailm/who-tunnistas-sumboolselt-juba-3-aastat-tagasi-koroonapettust,eestitelegram,eestitelegram,propa,,Pseudoteadus,
61,"Dnepr. 
Veel üks vabatahtlik kodumaakaitsja on üles leitud ja tema omal soovil komplekteerimiskeskusesse toimetatud.
Lisaks laekus uudis Ternopolist kus uue ukaasiga peavad meedikud teatama 18-60 aastastest nende poole abisaamiseks pöördunud meestest komplekteerimiskeskusesse. Samuti peavad mehepojad kes pole sõjakomissariaadis arvel, meditsiinilise abi saamiseks saama nendelt sellekohase loa.
Vot nii hästi hoolitseb ukraina oma kodanike eest.",MarkoWatsel,MarkoWatsel,propa,,Vene,
62,"Vene ettevõte esitleb „biodroon-tuvisid” – elusaid linde, kellel on jälgimiseks ja päästmiseks mõeldud neuroimplantaadid

“Tuvikaamerad töötavad samal põhimõttel nagu arvukad kaamerad avalikes asutustes: enamikus kinnisvarades, ühistranspordis, taksodes, autode jagamises, uute autode perimeetril ja kullerites.”

Veinipress

PJN-1 biodroontuvi erineb tavalisest linnust ainult peast väljaulatuva närviliidese kaabli ja elektroonikat sisaldava seljakoti poolest. Selle peamine ülesanne on pakkuda peaaegu igasugust jälgimist, näiteks keskkonna- ja tööstusseiret, otsingu- ja päästeoperatsioone ning täiendavat ohutussilmust.
Autor:…

https://eestieest.com/vene-ettevote-esitleb-biodroon-tuvisid-elusaid-linde-kellel-on-jalgimiseks-ja-paastmiseks-moeldud-neuroimplantaadid/",euudised,euudised,propa,,Vene,
63,"Harkivis toimub midagi huvitavat. Udu ja terav hais ning inimesed kurdavad peavalu üle. Suvel toodi vabanduseks põldude põlemine, hetkel on aga -10 ja lumi maas.",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
64,"Maskid on langenud, tulemas on uus Nõukogude Liit

Maskid on maas, tuleb uus Nõukogude Liit.

EL-I FÖDERALISEERIMINE ON JÕUDNUD JÄRGMISSE ETAPPI – EUROOPA PARLAMENDI PÕHJUSASJADE KOMISJONI VÕTTIS VASTU RAPORTI, MIS SISALDAB EL-i LEPINGUTE MUUDATUSETTEPANEKUID

Euroopa Parlamendi põhiseaduskomisjon võttis kolmapäeval vastu raporti, milles soovitatakse muuta EL aluslepinguid. Dokumendis tehakse 267 muudatusettepanekut. See hõlmab: vetoõiguse eemaldamist liikmesriikidelt 65 juhul. See hõlmab muu hulgas julgeoleku-, kaitse-…

https://eestieest.com/maskid-on-langenud-tulemas-on-uus-noukogude-liit/",euudised,euudised,propa,,Muu,
65,"Avalik pöördumine: “Meie südametunnistus ei tohi vaikida – Palestiina vajab meie häält”

Loo tegelik autor on toimetusele teada.

Iga päev toovad uudised pilte ja numbreid, mis ähvardavad meid tuimaks muuta: surnud lapsed, kokkuvarisenud haiglad, pered, kes elavad varemete vahel. See pole enam ainult rahvusvaheline konflikt – see on humanitaarkatastroof, mis asetab iga inimese südametunnistuse ette valiku: kas vaikida või rääkida?

Palestiina rahvas on aastakümneid elanud piiratud õiguste,…

https://eestieest.com/avalik-poordumine-meie-sudametunnistus-ei-tohi-vaikida-palestiina-vajab-meie-haalt/",euudised,euudised,propa,,Muu,
66,"Samsung kärbib kiipide tootmist pärast seda, kui teatas tohutust kasumist

Viimase aasta jooksul on ülemaailmne pooljuhtidetööstus olnud langusspiraalis, mis on peamiselt tingitud personaalarvutite nõudluse vähenemisest pärast Covidi tõusu. Selle tulemusena on mälukiipide hinnad langenud ning suurim mälukiipide tootja Samsung Electronics Co. otsustas oma turuosa suurendamiseks tootmist mitte kärpida. Kuid Samsung liigub nüüd tarneülejäägi lahendamise suunas, teatades mälukiipide tootmise kärpimisest. Lisaks teatas ettevõte oodatust väiksemast esimese…

https://eestieest.com/samsung-karbib-kiipide-tootmist-parast-seda-kui-teatas-tohutust-kasumist/",euudised,euudised,ei ole propa,,,
67,"Kohtunik lubab avalikult avaldada 1. köite, blokeerib Smithi raporti 2. köite Trumpi juhtumite kohta

Autor Tom Ozimek kaudu The Epoch Times (rõhk meie oma),

Föderaalkohtunik on avanud tee erinõuniku Jack Smithi lõppraporti esimese köite avalikuks avaldamiseks ametisseastuva presidendi Donald Trumpiga seotud uurimiste kohta, otsustades samal ajal hoida aruande teist köidet piiratud.

Esimene köide käsitleb Smithi valimistesse sekkumise juhtumit Trumpi vastu, teine köide aga salastatud dokumentide juhtumit.

13. jaanuari korralduses…

https://eestieest.com/kohtunik-lubab-avalikult-avaldada-1-koite-blokeerib-smithi-raporti-2-koite-trumpi-juhtumite-kohta/",euudised,euudised,ei ole propa,,,
68,"🇧🇾☕️ **Lukašenka tühistas americano kohvi**

🍔 Valgevene president külastas ""Mak.by"" ketti, mis asendas McDonald'si. Friikartulid talle ei meeldinud, pealegi tegi Lukašenka ettepaneku nimetada americano ümber Valgevene brändiks.

🙅‍♂️""Bulbatšino"", sinu väljund!

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
69,"**🔥****Siin on viimase hetke peapöördumine, mis päästis Trumpi elu. **

Ta väidab nüüd kindlalt, et Jumal ise hoiab teda!

Nii ongi.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Parem-konservatiivne,
70,"Õigustest ja kohustustest

Kodanikuõpetuse põhitõed:Neil, kellel on kohustused, peavad olema ka õigused.
Segane tekst kahekordselt

Tead seda tunnet? Sul on peas sõna ja kui sa seda ikka ja jälle kordad, kas valjusti või vaikselt, hakkab see kummalisel kombel oma tähendust kaotama, lagunedes mõttetuteks helideks.

Samuti võib juhtuda arusaamine, et sellel sõnal on hoopis teine ​​tähendus.
Proovime seda sõnaga…

https://eestieest.com/oigustest-ja-kohustustest/",euudised,euudised,propa,,Parem-konservatiivne,
71,"Seksuaalse enesemääramise eapiir tõusis 16. eluaastale, et noori teismelisi senisest paremini kaitsta. https://www.telegram.ee/eesti/eestis-joustus-tana-seadusemuudatus-mis-tostab-seksuaalse-enesemaaramise-eapiiri-16-eluaastale",eestitelegram,eestitelegram,ei ole propa,,,
72,".
Miss Itaalia ütleb transsoolistele naistele ei.

 Ajalooline iludusvõistlus on jõudnud 84. konkursini: praegu on käimas valik, mille käigus valitakse välja finalistid.

 Kuni Miss Itaalia määrus kehtib, on transsooliste inimeste osalemine iludusvõistlusel suletud.  Seda kinnitas võistluse direktor Patricia Miriliani Hollandis toimunut kommenteerides.

 «Miss Hollandi konkursil osalenute transsooliste kohta tegin ma halvasti tajutava märkuse,» rõhutas konkursi peadirektor, «praegu pole minu reglemendis transsoolistele kohta, kuna usun, et osalejad peavad sündima naisena.  Nii et kuni minu reeglid kehtivad, on need sellised.  Ja praegu ma ei usu, et ma seda muudan.""",MarkoWatsel,MarkoWatsel,propa,,Parem-konservatiivne,
73,"AJUUURINGUD 

Uuringud näitavad: globaalne soojenemine kahandab meie aju.""

 ""Tõusvatel temperatuuridel võib olla inimestele täiendavaid soovimatuid tagajärgi.  Eksperdid kahtlustavad mõju ajule, sealhulgas mõtlemisvõimele.""

 ""Tulevikus võime kliimamuutuste tõttu kaotada palju oma ajust.""

 —

 Minu meelest pole paljudel seda üldse.  Seega pole neil karta mingit soojenemist.)",MarkoWatsel,MarkoWatsel,ei ole propa,,,
74,"KÕMU! DONALD TRUMP PLAANIB WHO-ST LAHKUDA

DONALD TRUMP PLAANIB WHO-ST LAHKUDA

24. detsembril ilmus Reutersis artikkel, milles märgitakse, et Donald Trumpi meeskond valmistab ette USA lahkumist WHO-st tema ametiaja esimesel päeval.

Nimelt teatas Georgetowni Ülikooli globaalse tervise professor Lawrence Gostin, et Trump plaanib tõenäoliselt lahkuda kohe ametiaja alguses.

Põhjuseks Trumpi pikaajaline kriitika ÜRO tervisorganisatsiooni suhtes. See samm toob kaasa suure muutuse…

https://eestieest.com/komu-donald-trump-plaanib-who-st-lahkuda/",euudised,euudised,ei ole propa,,,
75,"Jüri Toomepuu > Ukraina toetajate loidus

Võidu asemel kaotuse vältimine

Ukrainlaste vapper võitlus oma kodumaa eest ja samaaegne NATO liitlaste relvaabi on nurjanud Putini vallutamisplaanid, aga piirangud relvaabis on kahjuks piiranud ka Ukraina võimalust sõda otsustavalt võita.

Putini roostetanud tuumamõõga täristamine millegipärast ikka veel kohutab Ameerika Ühendriikide ja Euroopa poliitikakujundajad ja nad ilmselt ikka veel hellitavad ebarealistlikku lootust jõuda kokkuleppele läbirääkimiste…

https://eestieest.com/juri-toomepuu-ukraina-toetajate-loidus/",euudised,euudised,ei ole propa,,,
76,"Süstitud laste suremus igasugustesse põhjustesse on 52 korda kõrgem kui puhastel lastel
 
 Ühendkuningriigi riikliku statistikaameti andmed näitasid, et COVID-19 vastu vaktsineeritud 10–14-aastaste Ühendkuningriigi laste igasugune suremus oli 2021. aasta 1. jaanuarist kuni 31. oktoobrini 238 100 000 inimese kohta.

 See on umbes 52 korda suurem kui sama vanuserühma vaktsineerimata laste suremus, mis on vaid 4,58 juhtu 100 000 elaniku kohta.",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
77,"""Geoinsenerid kliimamuutuste vastu võitlemiseks"", New York Times.

 New York Timesi essee kohaselt peaksid valitsused investeerima geoinsenerlusesse – tahtlikesse skeemidesse Maa kliimaga manipuleerimiseks.

 Autorid pooldavad ookeanide külvamist rauatolmuga, et stimuleerida tohutute vetikate kasvu, mis muudaksid suures koguses süsinikdioksiidi süsiniku orgaanilisteks vormideks, mis seejärel eraldataks sügavates vetes.

 Samuti viitavad nad sellele, et rauatolmul on tohutu potentsiaal muuta Maa kliimat ja see võis minevikus mängida olulist looduslikku rolli.

 Nii et chemtrails pole enam vandenõuteooria?",MarkoWatsel,MarkoWatsel,ei ole propa,,,
78,"Bideni administratsioon kehtestab kliimaseadmete kohta uued reeglid, kriitikud ütlevad, et see kahjustab madala sissetulekuga leibkondi

Pärast gaasipliitide tulekut (hoolimata mitmest keeldumisest) on Bideni administratsioon – seekord energeetikaministeerium – teatanud uutest kliimaseadmete ja õhupuhastajate reeglitest, mis nende sõnul muudavad tavalised majapidamistarbed tõhusamaks.
(Dirk Waem / AFP Getty Images kaudu)
Agentuuri sõnul on ta “lõplikult koostanud uued energiatõhususe standardid tubade kliimaseadmetele (üldtuntud kui aknakliimaseadmetele) ja kaasaskantavatele õhupuhastitele, mis vähendavad majapidamiste energiakulusid ja…

https://eestieest.com/bideni-administratsioon-kehtestab-kliimaseadmete-kohta-uued-reeglid-kriitikud-utlevad-et-see-kahjustab-madala-sissetulekuga-leibkondi/",euudised,euudised,propa,,Parem-konservatiivne,
79,"⚡️🇨🇳Hiina välisministeerium teatas, et Hiina relvamüük Venemaale saab olema võrdväärne USA relvamüügiga Taiwanile. 

Ukrainlaste poolt oli aga rumal tegu Hiinat rahaliselt üle lasta.

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
80,"Peeter Ernits > Slava ukraina juhi pr. Lehtme Ukraina partnerit tuntakse Lvivis nime all “50 protsenta”

Pool tundi tagasi helistas mulle Lvivi asjadega hästi kursis olev inimene ja küsis kas ma tean, et Slava ukraina juhi pr. lehtme Ukraina partnerit tuntakse Lvivis nime all ” 50 protsenta,”

Ütlesin, et ei tea.

Aga kust teie seda teate, pärisin.

Mees jutustas, et räägib iga päev oma Lvivi sõpradega- viimati juhtus see alles täna…

https://eestieest.com/peeter-ernits-slava-ukraina-juhi-pr-lehtme-ukraina-partnerit-tuntakse-lvivis-nime-all-50-protsenta/",euudised,euudised,propa,,,
